Uniprot,symbol,Fasta header,Sequence coverage [%],Distal#1_Ave,Distal#2_Ave,Distal#3_Ave,Proximal#1_Ave,Proximal#2_Ave,Proximal#3_Ave,Distal,Proximal,minus_LOG10_p_value,Difference,p_value
E7F4L2,BX470141.1,>tr|E7F4L2|E7F4L2_DANRE Uncharacterized protein OS=Danio rerio GN=BX470141.1 PE=4 SV=1,3.4,22.33215,21.8443,22.30675,22.495725,21.3975,21.1329,22.16106667,21.675375,0.03,-0.082,0.94 
E7F4L4,si:dkey-23p11.2,>tr|E7F4L4|E7F4L4_DANRE Uncharacterized protein OS=Danio rerio GN=si:dkey-23p11.2 PE=4 SV=1,1.7,22.1375,22.15943333,20.5066,22.12395,21.13526667,21.581,21.60117778,21.61340556,0.08,0.061,0.83 
E7F4L5,prkcdb,>tr|E7F4L5|E7F4L5_DANRE Protein kinase C delta type OS=Danio rerio GN=prkcdb PE=3 SV=1,13.4,22.495325,21.87286667,25.89045,24.14855,22.05116667,24.631625,23.41954722,23.61044722,0.39,-0.762,0.41 
E7F4R0,mllt4a,>tr|E7F4R0|E7F4R0_DANRE Uncharacterized protein OS=Danio rerio GN=mllt4a PE=4 SV=1,5,22.4397,21.2329,22.818625,22.765875,21.12676667,22.2187,22.16374167,22.03711389,2.34,0.955,0.00 
E7F4T0,plecb,>tr|E7F4T0|E7F4T0_DANRE Uncharacterized protein OS=Danio rerio GN=plecb PE=4 SV=1,57.8,31.534375,31.95096667,31.8034,31.0004,31.92613333,31.5773,31.76291389,31.50127778,0.23,0.259,0.59 
E7F4T4,zc3h7b,>tr|E7F4T4|E7F4T4_DANRE Uncharacterized protein OS=Danio rerio GN=zc3h7b PE=4 SV=1,5.9,21.75505,22.18626667,21.69705,23.115925,21.6789,21.602925,21.87945556,22.13258333,0.40,-1.810,0.40 
E7F4V0,cttn,>tr|E7F4V0|E7F4V0_DANRE Uncharacterized protein OS=Danio rerio GN=cttn PE=4 SV=1,17.9,22.93215,24.81063333,25.14065,24.148125,23.27983333,24.43155,24.29447778,23.95316944,0.15,-0.412,0.71 
E7F539,pdlim7,>tr|E7F539|E7F539_DANRE PDZ and LIM domain protein 7 OS=Danio rerio GN=pdlim7 PE=4 SV=1,9.4,22.96375,21.45746667,20.946275,22.736475,20.3609,21.672175,21.78916389,21.58985,0.46,0.538,0.34 
E7F569,si:ch211-153b23.5,>tr|E7F569|E7F569_DANRE Uncharacterized protein OS=Danio rerio GN=si:ch211-153b23.5 PE=4 SV=1,20.9,26.6567,21.37626667,24.01415,22.882775,21.6611,24.328675,24.01570556,22.95751667,1.00,-0.810,0.10 
E7F573,gab2,>tr|E7F573|E7F573_DANRE Uncharacterized protein OS=Danio rerio GN=gab2 PE=4 SV=1,5.4,22.450675,21.3504,22.3496,22.3772,21.0332,21.007225,22.050225,21.47254167,0.52,1.688,0.31 
E7F5A4,si:dkey-261m9.12,>tr|E7F5A4|E7F5A4_DANRE Uncharacterized protein OS=Danio rerio GN=si:dkey-261m9.12 PE=3 SV=1,28.6,24.23525,23.4222,22.751175,22.80565,21.41476667,21.736275,23.46954167,21.98556389,0.48,0.135,0.33 
E7F5H5,si:ch211-201o1.1,>tr|E7F5H5|E7F5H5_DANRE Uncharacterized protein OS=Danio rerio GN=si:ch211-201o1.1 PE=4 SV=1,3.2,22.439075,21.5718,24.20445,22.207525,21.239,22.7843,22.73844167,22.07694167,0.84,-1.252,0.14 
E7F5I3,postna,>tr|E7F5I3|E7F5I3_DANRE Uncharacterized protein OS=Danio rerio GN=postna PE=4 SV=1,38.5,24.768625,24.41586667,26.714575,25.744275,28.3505,29.339525,25.29968889,27.81143333,0.07,0.145,0.86 
E7F5P8,slc36a1,>tr|E7F5P8|E7F5P8_DANRE Uncharacterized protein OS=Danio rerio GN=slc36a1 PE=4 SV=1,3,22.396425,21.45013333,20.796525,22.39255,20.3665,21.276425,21.54769444,21.34515833,0.06,-0.140,0.87 
E7F5S6,nol6,>tr|E7F5S6|E7F5S6_DANRE Uncharacterized protein OS=Danio rerio GN=nol6 PE=4 SV=1,5,22.72385,22.27806667,21.7192,22.747225,21.6543,21.563975,22.24037222,21.9885,0.89,-1.464,0.13 
E7F5V5,and1,>tr|E7F5V5|E7F5V5_DANRE Uncharacterized protein OS=Danio rerio GN=and1 PE=4 SV=1,61.3,23.079025,21.77923333,30.02425,23.0038,21.5373,20.552275,24.96083611,21.69779167,1.13,-0.866,0.07 
E7F630,rp1l1a,>tr|E7F630|E7F630_DANRE Uncharacterized protein OS=Danio rerio GN=rp1l1a PE=4 SV=1,1.2,22.553675,21.8568,20.973675,22.98085,20.29536667,22.140575,21.79471667,21.80559722,1.65,2.439,0.02 
E7F646,plcd4b,>tr|E7F646|E7F646_DANRE Phosphoinositide phospholipase C OS=Danio rerio GN=plcd4b PE=4 SV=1,8.6,23.08925,21.8713,22.032275,22.57685,20.9561,20.8181,22.33094167,21.45035,0.90,-0.184,0.13 
E7F6M9,rilp,>tr|E7F6M9|E7F6M9_DANRE Uncharacterized protein OS=Danio rerio GN=rilp PE=4 SV=1,6.8,23.085625,21.57073333,20.78665,22.325525,21.33243333,21.145075,21.81433611,21.60101111,0.22,-0.310,0.60 
E7F6T7,strn4,>tr|E7F6T7|E7F6T7_DANRE Uncharacterized protein OS=Danio rerio GN=strn4 PE=4 SV=1,5.2,22.418275,21.6314,21.680175,22.341275,21.7152,20.87865,21.90995,21.64504167,0.07,0.015,0.85 
E7F715,sec24b,>tr|E7F715|E7F715_DANRE Uncharacterized protein OS=Danio rerio GN=sec24b PE=4 SV=1,1.9,22.0431,21.8282,21.1129,22.753375,21.25856667,20.345375,21.6614,21.45243889,0.27,0.353,0.54 
E7F735,pla2g4f.1,>tr|E7F735|E7F735_DANRE Uncharacterized protein OS=Danio rerio GN=pla2g4f.1 PE=4 SV=1,8.8,22.0102,21.41063333,21.8051,23.046825,20.37143333,22.223775,21.74197778,21.88067778,0.15,-0.280,0.70 
E7F7A4,zgc:101000,>tr|E7F7A4|E7F7A4_DANRE Deoxyribonuclease OS=Danio rerio GN=zgc:101000 PE=3 SV=1,18,24.888575,22.41653333,23.944325,23.121425,21.7907,21.45925,23.74981111,22.12379167,0.97,0.621,0.11 
E7F7A5,dnajb6a,>tr|E7F7A5|E7F7A5_DANRE Uncharacterized protein OS=Danio rerio GN=dnajb6a PE=4 SV=1,13,22.833175,21.8452,22.8733,22.3242,20.3445,21.296825,22.517225,21.32184167,0.56,0.192,0.27 
E7F7C7,LOC100538129,>tr|E7F7C7|E7F7C7_DANRE Histone H4 OS=Danio rerio GN=LOC100538129 PE=3 SV=1,53.4,32.871425,33.81183333,33.3501,32.8196,33.87993333,33.21655,33.34445278,33.30536111,0.43,-0.605,0.37 
E7F7D8,LOC557266,>tr|E7F7D8|E7F7D8_DANRE Uncharacterized protein OS=Danio rerio GN=LOC557266 PE=4 SV=1,15.1,22.759775,21.7761,21.32455,22.3445,20.3488,23.007775,21.953475,21.90035833,0.47,0.411,0.34 
E7F7F9,LOC101882042,>tr|E7F7F9|E7F7F9_DANRE Uncharacterized protein OS=Danio rerio GN=LOC101882042 PE=4 SV=1,2.5,22.210925,21.70246667,21.236475,22.747625,21.87846667,21.2315,21.71662222,21.95253056,0.24,0.101,0.57 
E7F7J1,fdx1,>tr|E7F7J1|E7F7J1_DANRE Uncharacterized protein OS=Danio rerio GN=fdx1 PE=4 SV=1,22.3,24.00085,22.3775,23.473125,22.255675,21.71703333,24.544825,23.283825,22.83917778,0.54,-0.492,0.29 
E7F7L6,ppp1cc,>tr|E7F7L6|E7F7L6_DANRE Serine/threonine-protein phosphatase OS=Danio rerio GN=ppp1cc PE=3 SV=1,51.1,22.64585,23.4417,25.847675,24.28325,21.5714,25.298325,23.97840833,23.71765833,0.70,-1.224,0.20 
E7F7M1,si:dkey-164f24.2,>tr|E7F7M1|E7F7M1_DANRE Uncharacterized protein OS=Danio rerio GN=si:dkey-164f24.2 PE=4 SV=1,20.5,23.065675,21.8585,21.12005,23.480225,21.75083333,25.7103,22.01474167,23.64711944,0.19,0.352,0.64 
E7F7N0,LOC101884022,>tr|E7F7N0|E7F7N0_DANRE Uncharacterized protein OS=Danio rerio GN=LOC101884022 PE=4 SV=1,37.4,25.246575,23.6062,25.66365,23.943425,22.57616667,22.493475,24.83880833,23.00435556,0.47,-1.006,0.34 
E7F7S1,rptor,>tr|E7F7S1|E7F7S1_DANRE Uncharacterized protein OS=Danio rerio GN=rptor PE=4 SV=1,1.4,22.38995,21.6962,21.93915,22.5136,21.92786667,22.127875,22.00843333,22.18978056,0.60,0.682,0.25 
E7F7T3,LOC100005323,>tr|E7F7T3|E7F7T3_DANRE Uncharacterized protein OS=Danio rerio GN=LOC100005323 PE=4 SV=1,6.3,22.3549,21.95313333,20.9096,22.974525,21.0875,20.7433,21.73921111,21.601775,1.33,0.539,0.05 
E7F7U1,LOC565130,>tr|E7F7U1|E7F7U1_DANRE Uncharacterized protein OS=Danio rerio GN=LOC565130 PE=4 SV=1,4.1,22.781475,20.99313333,21.298025,22.142625,21.3203,20.9664,21.69087778,21.47644167,0.36,-0.641,0.44 
E7F7U8,tprb,>tr|E7F7U8|E7F7U8_DANRE Uncharacterized protein OS=Danio rerio GN=tprb PE=4 SV=1,2,22.516125,21.9436,23.6306,22.861475,20.82783333,22.96,22.696775,22.21643611,0.07,-0.428,0.86 
E7F811,tom1l2,>tr|E7F811|E7F811_DANRE Uncharacterized protein OS=Danio rerio GN=tom1l2 PE=4 SV=1,2.6,22.933275,21.86936667,22.5811,22.846075,21.06536667,21.63615,22.46124722,21.84919722,0.23,-0.141,0.59 
E7F812,LOC100331378,>tr|E7F812|E7F812_DANRE Uncharacterized protein OS=Danio rerio GN=LOC100331378 PE=4 SV=1,12.1,22.761825,21.54803333,24.272925,24.398525,23.37343333,25.2788,22.86092778,24.35025278,0.19,-0.299,0.64 
E7F8A7,entpd5a,>tr|E7F8A7|E7F8A7_DANRE Uncharacterized protein OS=Danio rerio GN=entpd5a PE=3 SV=1,14.9,22.99925,21.67996667,21.25935,22.58055,22.4878,22.871325,21.97952222,22.64655833,0.24,0.419,0.57 
E7F8C0,ipo9,>tr|E7F8C0|E7F8C0_DANRE Uncharacterized protein OS=Danio rerio GN=ipo9 PE=4 SV=1,12.2,22.55805,21.82516667,22.12345,22.697525,20.54646667,23.49355,22.16888889,22.24584722,0.44,0.213,0.37 
E7F8E0,tgm1,>tr|E7F8E0|E7F8E0_DANRE Uncharacterized protein OS=Danio rerio GN=tgm1 PE=4 SV=1,22.9,23.529475,24.1466,25.6375,22.389025,21.13403333,24.007825,24.43785833,22.51029444,0.58,1.008,0.27 
E7F8G5,arhgap35a,>tr|E7F8G5|E7F8G5_DANRE Uncharacterized protein OS=Danio rerio GN=arhgap35a PE=4 SV=1,4.4,22.475575,21.54133333,23.1364,22.393425,21.10213333,23.075625,22.38443611,22.19039444,0.66,-0.705,0.22 
E7F8M9,fam169ab,>tr|E7F8M9|E7F8M9_DANRE Uncharacterized protein OS=Danio rerio GN=fam169ab PE=4 SV=2,18.3,24.174575,21.77036667,22.37345,23.840375,24.03343333,24.090375,22.77279722,23.98806111,1.50,-1.735,0.03 
E7F8Q5,huwe1,>tr|E7F8Q5|E7F8Q5_DANRE Uncharacterized protein OS=Danio rerio GN=huwe1 PE=4 SV=1,5.9,22.64465,22.10666667,25.477875,22.595025,20.89313333,25.174275,23.40973056,22.88747778,2.29,1.768,0.01 
E7F8T6,nampta,>tr|E7F8T6|E7F8T6_DANRE Uncharacterized protein OS=Danio rerio GN=nampta PE=4 SV=1,38.1,23.399075,24.76123333,26.73855,24.25305,21.62716667,26.567,24.96628611,24.14907222,0.92,-1.135,0.12 
E7F8U9,ecm1b,>tr|E7F8U9|E7F8U9_DANRE Uncharacterized protein OS=Danio rerio GN=ecm1b PE=4 SV=1,4,23.01815,21.68196667,21.267625,23.316725,20.90386667,21.497225,21.98924722,21.90593889,0.47,1.500,0.34 
E7F8X0,srpx2,>tr|E7F8X0|E7F8X0_DANRE Uncharacterized protein OS=Danio rerio GN=srpx2 PE=4 SV=1,11.1,22.6982,22.147,21.94875,22.3101,20.8846,22.863125,22.26465,22.019275,0.47,-0.198,0.34 
E7F8Z8,LOC100000275,>tr|E7F8Z8|E7F8Z8_DANRE Uncharacterized protein OS=Danio rerio GN=LOC100000275 PE=4 SV=1,15.8,24.19655,22.5361,20.48415,27.4546,25.85536667,22.8501,22.4056,25.38668889,1.49,1.104,0.03 
E7F947,zgc:162184,>tr|E7F947|E7F947_DANRE Uncharacterized protein OS=Danio rerio GN=zgc:162184 PE=4 SV=1,30.9,24.728175,24.7297,27.001225,22.5669,25.34263333,26.46015,25.48636667,24.78989444,0.51,-0.798,0.31 
E7F948,LOC100005536,>tr|E7F948|E7F948_DANRE Uncharacterized protein OS=Danio rerio GN=LOC100005536 PE=4 SV=1,19.1,26.783075,21.58533333,23.90915,22.984075,20.74653333,20.8414,24.09251944,21.52400278,0.85,-0.817,0.14 
E7F983,akap12a,>tr|E7F983|E7F983_DANRE Uncharacterized protein OS=Danio rerio GN=akap12a PE=4 SV=1,2.5,22.265975,21.6693,22.355025,22.3287,21.8423,24.2669,22.09676667,22.81263333,1.92,2.125,0.01 
E7F9A2,fto,>tr|E7F9A2|E7F9A2_DANRE Uncharacterized protein OS=Danio rerio GN=fto PE=4 SV=2,8.6,22.534625,21.45703333,22.19355,22.799625,20.70746667,24.525725,22.06173611,22.67760556,1.51,1.013,0.03 
E7F9D9,LOC100329277,>tr|E7F9D9|E7F9D9_DANRE Uncharacterized protein OS=Danio rerio GN=LOC100329277 PE=4 SV=1,4.5,22.5272,21.94116667,24.94785,22.469325,22.60776667,23.908975,23.13873889,22.99535556,0.94,-0.752,0.12 
E7F9F1,larsa,>tr|E7F9F1|E7F9F1_DANRE Uncharacterized protein OS=Danio rerio GN=larsa PE=3 SV=1,10.4,22.435675,21.58653333,24.4117,22.2617,21.04343333,23.495275,22.81130278,22.26680278,0.44,-0.425,0.36 
E7F9G5,LOC568650,>tr|E7F9G5|E7F9G5_DANRE Uncharacterized protein OS=Danio rerio GN=LOC568650 PE=4 SV=1,3.3,22.329675,22.30706667,21.281475,22.8228,22.12526667,20.177775,21.97273889,21.70861389,0.13,0.132,0.75 
E7F9L3,slc27a1b,>tr|E7F9L3|E7F9L3_DANRE Uncharacterized protein OS=Danio rerio GN=slc27a1b PE=4 SV=1,8.8,22.272775,21.8254,23.595225,23.4574,22.34973333,22.20925,22.56446667,22.67212778,1.77,-1.380,0.02 
E7F9L8,si:ch211-94l19.4,>tr|E7F9L8|E7F9L8_DANRE Uncharacterized protein OS=Danio rerio GN=si:ch211-94l19.4 PE=4 SV=1,2.5,22.403475,22.5252,22.265275,22.905325,21.3629,21.4175,22.39798333,21.89524167,0.42,-0.137,0.38 
E7F9M6,LOC570106,>tr|E7F9M6|E7F9M6_DANRE ATP-dependent 6-phosphofructokinase OS=Danio rerio GN=LOC570106 PE=3 SV=1,24.9,22.950525,23.27056667,25.969975,22.473725,24.94506667,25.535375,24.06368889,24.31805556,0.68,-0.419,0.21 
E7F9M7,LOC101884882,>tr|E7F9M7|E7F9M7_DANRE Uncharacterized protein OS=Danio rerio GN=LOC101884882 PE=4 SV=1,7,22.7578,22.16626667,22.199275,22.576125,21.78983333,23.1015,22.37444722,22.48915278,0.05,0.080,0.89 
E7F9T0,mical1,>sp|E7F9T0|MICA1_DANRE Protein-methionine sulfoxide oxidase mical1 OS=Danio rerio GN=mical1 PE=3 SV=1,4.6,22.594475,22.31256667,21.317275,21.884475,21.01256667,21.13745,22.07477222,21.34483056,0.80,-0.965,0.16 
E7F9X9,rock1,>tr|E7F9X9|E7F9X9_DANRE Rho-associated protein kinase OS=Danio rerio GN=rock1 PE=2 SV=1,4.6,22.412075,21.6222,21.5161,22.492275,21.68953333,21.089725,21.850125,21.75717778,0.23,-0.334,0.59 
E7F9Y7,abhd10b,>tr|E7F9Y7|E7F9Y7_DANRE Uncharacterized protein OS=Danio rerio GN=abhd10b PE=4 SV=1,13.8,22.3747,21.34446667,21.183225,22.31855,20.76223333,23.2429,21.63413056,22.10789444,0.11,-0.157,0.77 
E7FA12,trappc8,>tr|E7FA12|E7FA12_DANRE Uncharacterized protein OS=Danio rerio GN=trappc8 PE=4 SV=1,2.2,22.6618,22.0744,21.248975,22.57755,20.91203333,20.884625,21.99505833,21.45806944,0.19,-0.305,0.65 
E7FA22,si:ch211-251p5.5,>tr|E7FA22|E7FA22_DANRE Uncharacterized protein OS=Danio rerio GN=si:ch211-251p5.5 PE=4 SV=1,29.5,23.1374,21.9839,24.69555,22.631075,21.5139,22.6916,23.27228333,22.27885833,0.14,-0.093,0.72 
E7FA31,zgc:55262,>tr|E7FA31|E7FA31_DANRE Uncharacterized protein OS=Danio rerio GN=zgc:55262 PE=4 SV=1,28,29.347925,21.7256,24.527275,30.675675,23.66446667,25.643425,25.20026667,26.66118889,1.37,-1.815,0.04 
E7FAA1,si:ch211-157c3.4,>tr|E7FAA1|E7FAA1_DANRE Uncharacterized protein OS=Danio rerio GN=si:ch211-157c3.4 PE=4 SV=1,44.3,26.27485,25.9922,26.333325,22.071525,25.35826667,24.9365,26.200125,24.12209722,0.06,-0.082,0.88 
E7FAD0,myhz1.1,>tr|E7FAD0|E7FAD0_DANRE Uncharacterized protein OS=Danio rerio GN=myhz1.1 PE=4 SV=1,8.4,22.236375,21.86816667,21.80595,22.6398,21.4136,22.866,21.97016389,22.30646667,0.34,0.317,0.46 
E7FAE7,si:ch211-105c13.3,>tr|E7FAE7|E7FAE7_DANRE Uncharacterized protein OS=Danio rerio GN=si:ch211-105c13.3 PE=4 SV=1,63.7,24.1132,27.47906667,27.56215,24.4333,27.90576667,28.456775,26.38480556,26.93194722,0.06,0.131,0.87 
E7FAF8,si:ch73-217n20.1,>tr|E7FAF8|E7FAF8_DANRE Uncharacterized protein OS=Danio rerio GN=si:ch73-217n20.1 PE=4 SV=1,2.5,22.7351,21.61826667,20.870475,22.2985,21.34046667,23.345725,21.74128056,22.32823056,0.04,0.143,0.91 
E7FAL0,LOC100330974,>tr|E7FAL0|E7FAL0_DANRE Uncharacterized protein OS=Danio rerio GN=LOC100330974 PE=4 SV=1,3.4,22.58385,21.0629,20.6891,22.37555,21.166,20.961425,21.44528333,21.50099167,1.41,-1.979,0.04 
E7FAN0,LOC100001297,>tr|E7FAN0|E7FAN0_DANRE Uncharacterized protein OS=Danio rerio GN=LOC100001297 PE=4 SV=1,6.9,22.408375,22.2069,20.9135,22.426575,20.98916667,21.68565,21.842925,21.70046389,0.76,-1.340,0.17 
E7FAN5,f2,>tr|E7FAN5|E7FAN5_DANRE Uncharacterized protein OS=Danio rerio GN=f2 PE=3 SV=1,35.4,22.588575,26.24693333,26.06125,25.0332,27.3416,27.3954,24.96558611,26.59006667,0.19,-0.319,0.64 
E7FAP3,sec24a,>tr|E7FAP3|E7FAP3_DANRE Uncharacterized protein OS=Danio rerio GN=sec24a PE=4 SV=1,5.9,22.58815,21.52793333,22.536475,22.3104,21.22633333,20.946075,22.21751944,21.49426944,0.43,0.572,0.38 
E7FAQ8,hnrnpa1a,>tr|E7FAQ8|E7FAQ8_DANRE Uncharacterized protein OS=Danio rerio GN=hnrnpa1a PE=4 SV=1,23.5,27.02375,25.7488,26.28045,26.25615,26.23293333,26.02885,26.351,26.17264444,0.11,0.284,0.77 
E7FAS1,LOC101883092,>tr|E7FAS1|E7FAS1_DANRE Uncharacterized protein OS=Danio rerio GN=LOC101883092 PE=4 SV=1,9.2,25.06735,23.52926667,24.763325,23.2362,23.23543333,22.74075,24.45331389,23.07079444,0.24,-0.263,0.57 
E7FAT1,dlg1,>tr|E7FAT1|E7FAT1_DANRE Disks large homolog 1 OS=Danio rerio GN=dlg1 PE=4 SV=1,5.2,22.9491,21.71656667,22.682225,22.4572,22.1563,21.009925,22.44929722,21.874475,1.46,-0.536,0.03 
E7FAT4,LOC100001114,>tr|E7FAT4|E7FAT4_DANRE Microtubule-associated protein OS=Danio rerio GN=LOC100001114 PE=4 SV=1,17.1,23.0869,25.05883333,25.6205,22.326375,24.9957,24.83535,24.58874444,24.052475,1.23,-1.198,0.06 
E7FAU1,si:dkey-108k21.14,>tr|E7FAU1|E7FAU1_DANRE Uncharacterized protein OS=Danio rerio GN=si:dkey-108k21.14 PE=3 SV=1,27.9,24.542325,22.5424,24.59085,23.342075,24.12226667,22.659375,23.89185833,23.37457222,0.75,2.443,0.18 
E7FAW6,LOC100331639,>tr|E7FAW6|E7FAW6_DANRE Uncharacterized protein OS=Danio rerio GN=LOC100331639 PE=4 SV=1,54.5,24.782,26.5905,26.458625,23.41615,26.7426,25.878025,25.94370833,25.34559167,0.20,0.417,0.63 
E7FAY2,LOC101884754,>tr|E7FAY2|E7FAY2_DANRE Uncharacterized protein OS=Danio rerio GN=LOC101884754 PE=4 SV=1,5.7,22.5737,21.55476667,22.01075,22.436175,21.1428,21.4389,22.04640556,21.672625,0.67,-0.836,0.21 
E7FAZ2,git1,>tr|E7FAZ2|E7FAZ2_DANRE Uncharacterized protein OS=Danio rerio GN=git1 PE=4 SV=1,10.9,22.5302,25.56736667,20.6855,22.55905,25.4829,21.5335,22.92768889,23.19181667,0.49,-0.794,0.33 
E7FAZ5,hp1bp3,>tr|E7FAZ5|E7FAZ5_DANRE Uncharacterized protein OS=Danio rerio GN=hp1bp3 PE=3 SV=1,39.2,28.2286,28.59416667,28.801225,28.4748,28.7584,28.814675,28.54133056,28.682625,0.03,0.068,0.93 
E7FB02,LOC100538221,>tr|E7FB02|E7FB02_DANRE Uncharacterized protein OS=Danio rerio GN=LOC100538221 PE=4 SV=1,18.4,22.5056,21.62973333,27.5915,22.99325,22.29786667,21.5109,23.90894444,22.26733889,0.02,-0.027,0.96 
E7FB15,hcfc1b,>tr|E7FB15|E7FB15_DANRE Uncharacterized protein OS=Danio rerio GN=hcfc1b PE=4 SV=1,11.4,22.66575,23.2262,25.733525,23.452775,23.99123333,25.5074,23.87515833,24.31713611,0.52,-0.263,0.30 
E7FB37,ptbp3,>tr|E7FB37|E7FB37_DANRE Uncharacterized protein OS=Danio rerio GN=ptbp3 PE=4 SV=1,18.8,23.29205,22.0111,22.850375,23.14825,21.18043333,23.61565,22.71784167,22.64811111,0.91,-1.099,0.12 
E7FB42,fat2,>tr|E7FB42|E7FB42_DANRE Uncharacterized protein OS=Danio rerio GN=fat2 PE=4 SV=1,0.8,22.31005,24.0018,20.870525,22.549825,20.43603333,26.6967,22.394125,23.22751944,0.87,-0.930,0.13 
E7FB58,fdxr,">tr|E7FB58|E7FB58_DANRE NADPH:adrenodoxin oxidoreductase, mitochondrial OS=Danio rerio GN=fdxr PE=3 SV=1",30.5,22.7944,23.41933333,23.89445,22.626325,24.38063333,25.856525,23.36939444,24.28782778,0.21,-0.911,0.62 
E7FB76,LOC100333837,>tr|E7FB76|E7FB76_DANRE Uncharacterized protein OS=Danio rerio GN=LOC100333837 PE=4 SV=1,3.2,22.667525,21.94056667,22.601,22.354275,20.75166667,23.970375,22.40303056,22.35877222,0.79,-0.867,0.16 
E7FBB9,tjp2a,>tr|E7FBB9|E7FBB9_DANRE Uncharacterized protein OS=Danio rerio GN=tjp2a PE=4 SV=1,13,22.3056,21.85623333,23.7143,22.433225,20.90713333,22.1117,22.62537778,21.81735278,0.50,-0.374,0.31 
E7FBD3,apoba,>tr|E7FBD3|E7FBD3_DANRE Uncharacterized protein OS=Danio rerio GN=apoba PE=4 SV=1,19.4,24.369825,22.2463,23.0751,25.106975,23.7647,29.962,23.23040833,26.27789167,0.60,-0.545,0.25 
E7FBD5,iqgap1,>tr|E7FBD5|E7FBD5_DANRE Uncharacterized protein OS=Danio rerio GN=iqgap1 PE=4 SV=1,50.7,27.722125,28.80726667,29.23705,28.069025,28.90833333,28.941775,28.58881389,28.63971111,0.51,-1.307,0.31 
E7FBR0,pkp1b,>tr|E7FBR0|E7FBR0_DANRE Uncharacterized protein OS=Danio rerio GN=pkp1b PE=4 SV=1,54.9,26.2003,28.3535,27.662875,24.26245,28.09523333,27.3674,27.40555833,26.57502778,0.14,0.246,0.73 
E7FC17,zgc:85932,>tr|E7FC17|E7FC17_DANRE Uncharacterized protein OS=Danio rerio GN=zgc:85932 PE=4 SV=1,4.3,22.205125,22.0457,22.440875,22.073525,21.38513333,22.5452,22.23056667,22.00128611,0.29,-0.411,0.51 
E7FC21,nt5c2a,>tr|E7FC21|E7FC21_DANRE Uncharacterized protein OS=Danio rerio GN=nt5c2a PE=4 SV=1,17.6,22.467025,21.30896667,22.70785,22.53665,21.28843333,22.4662,22.16128056,22.09709444,0.20,-0.315,0.63 
E7FC31,gak,>tr|E7FC31|E7FC31_DANRE Uncharacterized protein OS=Danio rerio GN=gak PE=4 SV=1,3,24.10835,21.85573333,24.027825,22.003475,21.0287,23.383775,23.33063611,22.13865,0.23,-0.326,0.59 
E7FC32,tubb1,>tr|E7FC32|E7FC32_DANRE Uncharacterized protein OS=Danio rerio GN=tubb1 PE=3 SV=1,11.4,23.300675,23.75546667,22.003925,23.2184,22.2036,22.43185,23.02002222,22.61795,0.82,-0.797,0.15 
E7FC33,stag1b,>tr|E7FC33|E7FC33_DANRE Uncharacterized protein OS=Danio rerio GN=stag1b PE=4 SV=1,3.9,22.622125,22.18593333,22.0245,22.22435,21.311,20.796225,22.27751944,21.44385833,0.22,-0.410,0.60 
E7FC82,fam129ab,>tr|E7FC82|E7FC82_DANRE Uncharacterized protein OS=Danio rerio GN=fam129ab PE=4 SV=1,6.7,22.049575,22.0786,20.884175,22.786925,22.00876667,21.576475,21.67078333,22.12405556,0.08,-0.180,0.82 
E7FCE3,grhl1,>tr|E7FCE3|E7FCE3_DANRE Uncharacterized protein OS=Danio rerio GN=grhl1 PE=4 SV=1,7.2,21.98935,21.61856667,21.4412,22.17285,21.58616667,21.211875,21.68303889,21.65696389,0.62,-0.790,0.24 
E7FCE5,ppp1r37,>tr|E7FCE5|E7FCE5_DANRE Protein phosphatase 1 regulatory subunit 37 OS=Danio rerio GN=ppp1r37 PE=4 SV=1,4,21.87045,22.48083333,20.6347,22.116375,21.70123333,21.571625,21.66199444,21.79641111,0.31,-0.958,0.48 
E7FCI8,myh11b,>tr|E7FCI8|E7FCI8_DANRE Uncharacterized protein OS=Danio rerio GN=myh11b PE=4 SV=1,22.8,24.567375,23.5198,23.6432,25.382325,26.7109,25.46385,23.910125,25.85235833,0.38,-0.781,0.41 
E7FCN5,itgb2,>tr|E7FCN5|E7FCN5_DANRE Integrin beta OS=Danio rerio GN=itgb2 PE=3 SV=1,3.6,22.21785,21.70726667,20.823125,22.38535,21.30053333,20.8399,21.58274722,21.50859444,0.97,0.521,0.11 
E7FCN9,cspg4,>tr|E7FCN9|E7FCN9_DANRE Uncharacterized protein OS=Danio rerio GN=cspg4 PE=4 SV=1,14.4,22.38735,21.7126,26.3401,22.273375,24.3899,26.362675,23.48001667,24.34198333,0.49,-0.447,0.32 
E7FCQ0,cnbpb,>tr|E7FCQ0|E7FCQ0_DANRE Uncharacterized protein OS=Danio rerio GN=cnbpb PE=4 SV=2,40.4,22.62765,25.38586667,24.278025,22.717925,25.33313333,23.991425,24.09718056,24.01416111,0.66,-1.024,0.22 
E7FCU0,npm1a,>tr|E7FCU0|E7FCU0_DANRE Uncharacterized protein OS=Danio rerio GN=npm1a PE=4 SV=1,31.9,24.09865,22.32556667,25.687875,24.186075,25.45436667,26.19835,24.03736389,25.27959722,0.04,0.178,0.92 
